Session Category,Session Length,Break Category,Break Duration,Difficulty,Time of Day,Fatigue,Recovery Index,Performance,Error Count
Short,35.45465658763988,Short,7.137705091792748,Low,Morning,0.7090931317527976,2.096508210509594,126.06297255232397,0
Short,27.157828539866088,Short,5.157145928433671,Low,Morning,0.5431565707973218,1.817613346871798,123.99775020417708,1
Short,35.17141382329405,Short,9.537832369630465,Low,Morning,0.703428276465881,2.35497186443249,128.13634663899404,0
Short,33.207658460712594,Short,8.777755692715242,Low,Morning,0.6641531692142519,2.280109978439859,127.57672665830464,0
Short,26.53959819657586,Short,6.44875726456884,Low,Morning,0.5307919639315172,2.008047208352124,125.53358570288549,0
Short,43.59395304685146,Short,9.040601897822086,Low,Morning,0.8718790609370293,2.3066370624489343,127.58121743865445,3
Short,42.85117996979955,Short,7.696711209578254,Low,Morning,0.857023599395991,2.1629449323046956,126.44653585904159,2
Short,27.201038490553536,Short,6.139675812709708,Low,Morning,0.5440207698110707,1.965667370938289,125.18131819769526,1
Short,42.21461166512687,Short,5.034760652655954,Low,Morning,0.8442922333025373,1.7975361938882828,123.53599731780373,1
Short,29.442156209414605,Short,5.599326836668414,Low,Morning,0.5888431241882921,1.8869676493864131,124.50689807090303,0
Short,43.858194078250385,Short,6.616014660103776,Low,Morning,0.8771638815650077,2.0302532223957956,125.36486189760137,1
Short,32.27259204758588,Short,9.858910413604804,Low,Morning,0.6454518409517176,2.384985979233406,128.43443599291555,1
Short,34.94497011784771,Short,6.504391549083849,Low,Morning,0.6988994023569542,2.0154883890585262,125.42500771011126,0
Short,25.737738947090655,Short,8.047821669899484,Low,Morning,0.5147547789418131,2.2025240292804504,127.10543745530181,1
Short,30.57292928473223,Short,9.541329429833269,Low,Morning,0.6114585856946446,2.3553036670220004,128.23097075048136,0
Short,27.897897441824462,Short,7.447263801387815,Low,Morning,0.5579579488364893,2.1338425784444977,126.5127826787195,1
Short,38.44271094811757,Short,8.808098076643589,Low,Morning,0.7688542189623515,2.283208378801648,127.49681281145085,0
Short,39.56432697223719,Short,6.838915663596266,Low,Morning,0.7912865394447438,2.0591005165820913,125.681517593212,2
Short,26.805795401088165,Short,9.17651247794619,Low,Morning,0.5361159080217633,2.3200823667630632,128.02454302608274,0
Short,28.730370207997083,Short,5.20387570777382,Low,Morning,0.5746074041599417,1.8251742109056457,124.02678628308523,2
Short,35.24186116598562,Short,6.1324788759896895,Low,Morning,0.7048372233197123,1.9646588424452878,125.0124335162426,1
Short,38.818754762049316,Short,6.933676731502687,Low,Morning,0.7763750952409864,2.071116576556062,125.79255751720753,1
Short,31.82132702100517,Short,5.567367606202946,Low,Morning,0.6364265404201034,1.882113083440667,124.42047812710524,2
Short,38.19968092068358,Short,9.08611100100608,Low,Morning,0.7639936184136716,2.31115932904768,127.72528101396777,1
Short,29.837045818009035,Short,5.465513839029496,Low,Morning,0.5967409163601807,1.8664824891937484,124.33511899718982,3
Short,31.984191492253217,Short,8.629778394351197,Low,Morning,0.6396838298450643,2.2648602135360325,127.4791978784432,4
Short,28.232574281892276,Short,9.492770942635396,Low,Morning,0.5646514856378455,2.3506865383973743,128.24084082154116,1
Short,27.02943085732064,Short,8.31750884554028,Low,Morning,0.5405886171464128,2.231895301717784,127.31457379659588,0
Short,28.216161028349973,Short,7.743668946832931,Low,Morning,0.5643232205669995,2.1683298895482808,126.78231589581925,2
Short,39.24358442695072,Short,6.186245437484001,Low,Morning,0.7848716885390143,1.9721688430599107,124.9924790559403,0
Short,39.92982810236048,Short,8.248164495236074,Low,Morning,0.7985965620472096,2.22442509888646,126.99680422904449,2
Short,26.87349535656185,Short,6.838579015297167,Low,Morning,0.537469907131237,2.059057569886073,125.93499065195736,0
Short,29.87979286758167,Short,9.865052773762228,Low,Morning,0.5975958573516335,2.3855514709227568,128.48681591003043,1
Short,37.62277251994526,Short,8.974056517708242,Low,Morning,0.7524554503989052,2.2999873736116103,127.647443538494,1
Short,34.85035387637728,Short,5.976214938990222,Low,Morning,0.6970070775275455,1.9425064973404838,124.84304490119634,1
Short,25.486319328629076,Short,8.227361479535839,Low,Morning,0.5097263865725815,2.2221731441090786,127.26765876630006,0
Short,43.80917168705829,Short,9.769642885012937,Low,Morning,0.8761834337411658,2.3767313323096286,128.13766722473588,1
Short,25.30913233057735,Short,9.641592812938628,Low,Morning,0.506182646611547,2.3647701731736586,128.41197873877775,3
Short,30.888977841391714,Short,6.9254886430096265,Low,Morning,0.6177795568278343,2.0700839762864693,125.94289225346392,1
Short,28.38985493372185,Short,7.78400631229175,Low,Morning,0.5677970986744371,2.1729326033793654,126.8156637283605,3
Short,37.30014453398339,Short,9.950269250521316,Low,Morning,0.7460028906796679,2.3933640450489078,128.40090946971162,0
Short,35.36659304727473,Short,9.386865359639778,Low,Morning,0.7073318609454947,2.3405420617701895,128.01700463321603,2
Short,32.1898230243951,Short,6.467959221322467,Low,Morning,0.6437964604879021,2.0106217652096223,125.44117766118909,4
Short,35.03032589374399,Short,8.991475894833876,Low,Morning,0.7006065178748798,2.3017323189690018,127.71325203387715,2
Short,42.800106836351326,Short,6.689975784257679,Low,Morning,0.8560021367270265,2.0399176345213954,125.46333893944416,1
Short,36.56560281992348,Short,5.17971136898371,Low,Morning,0.7313120563984695,1.8212715663309882,123.83886047424946,1
Short,30.730825042565687,Short,7.954166302845054,Low,Morning,0.6146165008513138,2.1921189326689747,126.9223349605005,0
Short,25.746963774984287,Short,9.113002803298292,Low,Morning,0.5149392754996858,2.3138220021174924,127.99563674144026,0
Short,27.541210253037697,Short,7.611216300274021,Low,Morning,0.5508242050607539,2.153065574464166,126.67370039065258,1
Short,37.45780951638,Short,5.42673732496884,Low,Morning,0.7491561903276001,1.8604669950029438,124.13457976969596,0
Short,35.62709263136296,Short,7.7031756080505325,Low,Morning,0.7125418526272592,2.1636879714793125,126.59696191920726,3
Short,31.45912945882492,Short,8.975930973843518,Low,Morning,0.6291825891764984,2.300175289132017,127.77221972387966,0
Short,33.77942841411272,Short,5.39228190671133,Low,Morning,0.6755885682822544,1.8550913105439233,124.16514191606915,0
Short,44.2529682935585,Short,9.179900602561029,Low,Morning,0.8850593658711701,2.320415247082668,127.67826261079018,1
Short,28.465886401416917,Short,5.78218521335543,Low,Morning,0.5693177280283384,1.9142993528786798,124.74507709500111,0
Short,35.98453329412241,Short,8.572979613500312,Low,Morning,0.7196906658824481,2.2589445063787785,127.35186538514779,1
Short,44.097305613263885,Short,8.689484583478842,Low,Morning,0.8819461122652777,2.271041233928548,127.28638375916312,1
Short,33.3920012485558,Short,6.238654947505787,Low,Morning,0.667840024971116,1.9794354084070025,125.16764324228492,0
Short,40.15692220928738,Short,5.071967443148779,Low,Morning,0.8031384441857476,1.8036826782786872,123.62632298204376,0
Short,25.920052840435055,Short,5.203644011594851,Low,Morning,0.5184010568087011,1.825136863202924,124.0826938488147,2
Short,26.95668321302003,Short,7.458079375584162,Low,Morning,0.5391336642604005,2.1351221236816174,126.54184332519254,1
Short,33.677032984759464,Short,6.992523671986867,Low,Morning,0.6735406596951893,2.0785065637224958,125.95451185008478,2
Short,32.49225229252942,Short,8.129299578571182,Low,Morning,0.6498450458505884,2.211488975187696,127.042066755651,2
Short,28.258688541628594,Short,5.352843737002149,Low,Morning,0.5651737708325719,1.8489025452562737,124.22604659121762,1
Short,36.71551162546927,Short,9.701151207124788,Low,Morning,0.7343102325093854,2.370351325131445,128.2285003685422,1
Short,37.86576436884707,Short,7.291264452457583,Low,Morning,0.7573152873769413,2.115202484953662,126.16430459225236,2
Short,44.22381127647829,Short,9.526753209780319,Low,Morning,0.8844762255295657,2.3539199414473444,127.9468833060492,0
Short,26.38722601750331,Short,5.503890006887133,Low,Morning,0.5277445203500661,1.872400460492287,124.45145916358824,0
Short,26.88885921511857,Short,8.415033867081783,Low,Morning,0.5377771843023714,2.2423077592435683,127.40068488964619,0
Short,31.379512605875227,Short,9.224376554847273,Low,Morning,0.6275902521175045,2.3247747274388857,127.9706075673936,0
Short,41.28936965177871,Short,6.409273873867,Low,Morning,0.8257873930355742,2.002732441775895,125.19607214117161,0
Short,38.934743307283014,Short,8.14471423389942,Low,Morning,0.7786948661456603,2.2131760330111687,126.9267133979437,3
Short,28.548790875594456,Short,8.753073758204291,Low,Morning,0.5709758175118891,2.277582492578352,127.64968412311494,2
Short,32.440361715855666,Short,8.882064803709984,Low,Morning,0.6488072343171133,2.2907214781545338,127.67696459091917,0
Short,43.61514651207129,Short,9.29206375921506,Low,Morning,0.8723029302414258,2.3313730894270344,127.77868178517485,1
Short,40.09085748169365,Short,5.5156193441796635,Low,Morning,0.801817149633873,1.8742022703991807,124.19180101355958,3
Short,42.91046456992401,Short,6.946008393670816,Low,Morning,0.8582092913984802,2.0726697137309906,125.72314841844945,0
Short,43.10763952838527,Short,5.456433383930667,Low,Morning,0.8621527905677054,1.865077057576234,124.05846367004219,0
Short,44.001239341016095,Short,9.753035734687781,Low,Morning,0.8800247868203219,2.3751881086324573,128.12148008223934,1
Short,33.96891043956639,Short,6.466053858490323,Low,Morning,0.6793782087913279,2.010366594301133,125.40355454561774,0
Short,38.45036912154077,Short,8.761872647188401,Low,Morning,0.7690073824308153,2.278484251609361,127.45886663044409,2
Short,34.88840609405163,Short,5.287793800083222,Low,Morning,0.6977681218810327,1.838610261981586,124.01111397397167,1
Short,42.75408365516599,Short,6.754575062760393,Low,Morning,0.8550816731033198,2.0482829998674053,125.53118232583594,0
Short,27.859833641056717,Short,8.80755315858736,Low,Morning,0.5571966728211344,2.28315281928442,127.70802588145423,1
Short,26.682136122299948,Short,8.5048456572956,Low,Morning,0.533642722445999,2.251801737754435,127.48077117958948,0
Short,41.437201185807126,Short,8.531211135782481,Low,Morning,0.8287440237161425,2.254571796242124,127.20783034622087,0
Short,26.69675428170384,Short,9.933197892505877,Low,Morning,0.5339350856340768,2.391803838764698,128.60049562448353,1
Short,41.25599134515005,Short,9.736242886919294,Low,Morning,0.825119826903001,2.3736252035687304,128.16388180164685,2
Short,26.670014333973377,Short,8.885734579637184,Low,Morning,0.5334002866794676,2.2910927664196756,127.79534184467795,1
Short,43.12708770189472,Short,5.555987411530757,Low,Morning,0.8625417540378945,1.8803787407349497,124.18048817184172,1
Short,34.37321283988253,Short,5.2815163784091865,Low,Morning,0.6874642567976506,1.8376114128630892,124.01342704610707,0
Short,27.350524935542097,Short,8.246051510580317,Low,Morning,0.547010498710842,2.224196596671034,127.24656227465744,3
Short,30.714241725637216,Short,9.3429956409473,Low,Morning,0.6142848345127443,2.3363095409460275,128.0761914930555,0
Short,44.264450788812226,Short,5.0607723734490815,Low,Morning,0.8852890157762445,1.8018372463241406,123.52940895481689,1
Short,42.82286227396142,Short,7.638505545431499,Low,Morning,0.8564572454792284,2.156229598576292,126.39337954313112,1
Short,36.077085688026415,Short,9.846512678095495,Low,Morning,0.7215417137605283,2.3838436161654135,128.34920721556279,1
Short,38.914973779692346,Short,7.272705323838866,Low,Morning,0.7782994755938469,2.112961580552625,126.12539316882717,1
Short,43.02316020981978,Short,5.227231901707289,Low,Morning,0.8604632041963955,1.8289319165181024,123.77099212794845,0
Short,44.008229681531176,Short,9.451318919454582,Low,Morning,0.8801645936306235,2.346728182834705,127.89366086904703,1
Short,30.547623659622655,Short,5.940605798618806,Low,Morning,0.6109524731924532,1.9373890615763503,124.88816001941836,1
Short,36.67312223701744,Short,5.388673184824924,Low,Morning,0.7334624447403487,1.8545266075218942,124.10275041543481,3
Short,31.190552325726554,Short,9.068975098534743,Low,Morning,0.6238110465145311,2.3094589238481618,127.85186034427078,1
Short,43.21854368987685,Short,9.112686214615845,Low,Morning,0.8643708737975371,2.3137906965157704,127.64595469832864,3
Short,43.65456966708027,Short,9.330319447502042,Low,Morning,0.8730913933416053,2.335083206903358,127.80757426188526,0
Short,25.52733948994504,Short,6.882316834390248,Low,Morning,0.5105467897989008,2.0646218751725187,126.00642821158127,2
Short,36.8826143070427,Short,6.904454283155108,Low,Morning,0.737652286140854,2.0674264338894717,125.80175918497493,3
Short,33.2963900467533,Short,6.367035359653531,Low,Morning,0.6659278009350661,1.9970153674249433,125.3101951384645,0
Short,42.29444752510106,Short,9.064505045650387,Low,Morning,0.8458889505020213,2.3090148820902745,127.62623010622019,5
Short,29.946962034863954,Short,7.252720676550467,Low,Morning,0.5989392406972791,2.1105429249572696,126.28540415896089,0
Short,44.08102054517445,Short,8.0308731722544,Low,Morning,0.881620410903489,2.200649059570714,126.72357206566224,0
Short,38.43401368811713,Short,8.09064120228948,Low,Morning,0.7686802737623427,2.207245445007381,126.88928328629672,0
Short,27.27115184399258,Short,8.357865977963998,Low,Morning,0.5454230368798516,2.236217270687696,127.34431512862173,2
Short,42.043630006370805,Short,7.759534193872428,Low,Morning,0.8408726001274162,2.170142729319025,126.5202692344248,2
Short,27.680304569012815,Short,5.143913381566695,Low,Morning,0.5536060913802563,1.815461897693697,123.97008909016932,2
Short,29.259283230178216,Short,5.681857377933849,Low,Morning,0.5851856646035644,1.899395999488553,124.60998233130486,0
Short,32.01175117613194,Short,7.949588434273165,Low,Morning,0.6402350235226387,2.1916075462320097,126.89262534633346,1
Short,43.08317388987497,Short,6.741277335116502,Low,Morning,0.8616634777974994,2.04656670436243,125.51087015710195,2
Short,37.44173400455747,Short,9.311818543733725,Low,Morning,0.7488346800911494,2.3332906688697412,127.9174906708668,1
Short,43.53175250322989,Short,7.460581465397691,Low,Morning,0.8706350500645978,2.1354179023907345,126.2127081690613,0
Short,34.182715124765224,Short,9.900162876427386,Low,Morning,0.6836543024953045,2.388777731914959,128.4265675528244,1
Short,37.668017086334515,Short,6.200728093890965,Low,Morning,0.7533603417266903,1.9741821450608301,125.04009681875996,0
Short,27.577594438212984,Short,5.640229194788862,Low,Morning,0.5515518887642596,1.8931464801801139,124.59361995267666,0
Short,27.776543452988204,Short,8.204373724016072,Low,Morning,0.5555308690597641,2.2196787758702983,127.20189933790263,0
Short,31.913345666477262,Short,9.483942049530059,Low,Morning,0.6382669133295452,2.3498447579306276,128.1604911501155,1
Short,28.446397424032597,Short,5.961445094043354,Low,Morning,0.568927948480652,1.9403870812490287,124.95416870151159,0
Short,28.37870126144329,Short,6.392951695159793,Low,Morning,0.5675740252288658,2.000527072691828,125.43664255630577,0
Short,26.774050675141112,Short,5.603179355503004,Low,Morning,0.5354810135028223,1.8875512535730514,124.5649290150816,1
Short,32.28539722096151,Short,7.5170863542742845,Low,Morning,0.6457079444192302,2.142074305155834,126.49088649682746,1
Short,40.98820797818085,Short,8.139501947454539,Low,Morning,0.819764159563617,2.21260589245558,126.88108298008103,0
Short,42.47157248213554,Short,9.604362002659066,Low,Morning,0.8494314496427109,2.36126542615595,128.0406919596049,0
Short,30.537552962944076,Short,9.031006398965307,Low,Morning,0.6107510592588815,2.3056809358201265,127.83469642730213,1
Short,29.186986466734204,Short,6.85236051395691,Low,Morning,0.5837397293346841,2.0608141890073,125.90277378272373,1
Short,32.378272791395446,Short,7.31267358066574,Low,Morning,0.6475654558279089,2.1177812876485493,126.29468484536049,1
Short,30.048738886880415,Short,8.566747929422762,Low,Morning,0.6009747777376083,2.2582933284261375,127.46537184967151,2
Short,27.14344022679552,Short,7.237061834117274,Low,Morning,0.5428688045359104,2.108643706804466,126.32628084989983,1
Short,30.38486461898762,Short,6.886420815523113,Low,Morning,0.6076972923797525,2.0651423963856486,125.91344187870544,0
Short,31.441583311663564,Short,6.057240034982724,Low,Morning,0.6288316662332712,1.9540540451830084,125.00360069523082,0
Short,27.395242636385024,Short,9.452636403699476,Low,Morning,0.5479048527277005,2.3468542340270533,128.22692901948875,2
Short,34.96884397858115,Short,5.434601440437119,Low,Morning,0.699376879571623,1.8616899029119551,124.19414234372404,1
Short,39.9087894836866,Short,7.158297731148397,Low,Morning,0.7981757896737319,2.0990355358347625,125.99410849700438,0
Short,30.67551811597449,Short,6.815411481993175,Low,Morning,0.6135103623194899,2.056097615333543,125.83527056034887,2
Short,44.730304975859596,Short,8.028874096784437,Low,Morning,0.8946060995171919,2.200427674913626,126.70881529979184,0
Short,27.035649452408073,Short,5.7642956959216605,Low,Morning,0.5407129890481615,1.9116581462135231,124.75255218066005,0
Short,28.213627465191113,Short,5.932835120256529,Low,Morning,0.5642725493038223,1.9362688378019692,124.92587815311194,0
Short,28.467471905895096,Short,9.483827123132127,Low,Morning,0.569349438117902,2.349833795734603,128.22932092775895,0
Short,35.49022779140509,Short,7.051984134948308,Low,Morning,0.7098045558281018,2.0859185374512506,125.97754374378192,1
Short,32.95711198091483,Short,9.847352166376844,Low,Morning,0.6591422396182967,2.383921010238603,128.41222584229055,2
Short,28.417751747801315,Short,8.343216099622154,Low,Morning,0.5683550349560264,2.2346505291186474,127.30884919799317,2
Short,30.599581873205683,Short,8.847464665959684,Low,Morning,0.6119916374641137,2.287214027733581,127.68572058440455,0
Short,31.473584728084873,Short,7.127182193082084,Low,Morning,0.6294716945616975,2.0952142697653944,126.13224246356147,1
Short,27.29673649478407,Short,8.053100212208163,Low,Morning,0.5459347298956815,2.203107263934761,127.07892338158243,0
Short,36.624764428452245,Short,5.771813576371011,Low,Morning,0.7324952885690449,1.9127689352993849,124.56965619382605,1
Short,26.03647073644854,Short,6.683021390969603,Low,Morning,0.5207294147289708,2.0390128800765464,125.79137362588341,0
Short,26.267499409455354,Short,9.949801161949726,Low,Morning,0.525349988189107,2.393321297371586,128.6212203907836,0
Short,41.1974889170927,Short,6.273203273818819,Low,Morning,0.823949778341854,1.984196809883831,125.0496247007288,2
Short,34.43152377100317,Short,7.059204570736343,Low,Morning,0.6886304754200634,2.086814863154257,126.00588842981401,0
Short,43.59058288495652,Short,9.153097038938645,Low,Morning,0.8718116576991304,2.3177787859350527,127.67041862978131,1
Short,39.617349504072884,Short,9.691702284105189,Low,Morning,0.7923469900814577,2.3694679531551053,128.16339663515942,0
Short,26.32992534733555,Short,8.705603246450295,Low,Morning,0.526598506946711,2.2727033730045574,127.65502847708976,2
Short,40.905346237197804,Short,6.008136600238723,Low,Morning,0.8181069247439561,1.9470718454873197,124.75846783915462,0
Short,28.285315958619858,Short,9.07287360115691,Low,Morning,0.5657063191723972,2.3098460285999622,127.91306190962732,1
Short,32.17660968247005,Short,9.386002704065541,Low,Morning,0.6435321936494011,2.3404590057788757,128.08013985258162,1
Short,33.78269817140437,Short,6.884722147124538,Low,Morning,0.6756539634280874,2.06492698163617,125.84376188966128,1
Short,39.95218760352502,Short,7.513601950462395,Low,Morning,0.7990437520705004,2.1416651139595464,126.33427715960588,0
Short,42.99149146549137,Short,6.919456106866057,Low,Morning,0.8598298293098274,2.0693225300927125,125.69475041143188,2
Short,27.337960814167282,Short,9.699160618067376,Low,Morning,0.5467592162833457,2.3701652914811495,128.41456311556587,1
Short,27.785441453267744,Short,8.97012594635148,Low,Morning,0.5557088290653549,2.2995932164267034,127.84103690234829,1
Short,42.87785166101915,Short,8.942986056122654,Low,Morning,0.857557033220383,2.2968673836156452,127.51738203570478,0
Short,31.234441355910963,Short,6.242445699072329,Low,Morning,0.6246888271182193,1.9799589530940596,125.21498279763426,1
Short,36.39779369742633,Short,8.812293428703452,Low,Morning,0.7279558739485266,2.283636031035056,127.54113237433194,1
Short,41.425146093440254,Short,5.553158684776037,Low,Morning,0.8285029218688051,1.8799471753564205,124.21107448098257,1
Short,32.945745811207345,Short,8.986476828897768,Low,Morning,0.6589149162241469,2.301231860677847,127.75093996919864,0
Short,29.58502790465283,Short,8.611262841965331,Low,Morning,0.5917005580930566,2.2629356235022953,127.51178442992533,2
Short,35.854488866951925,Short,6.258995294534763,Low,Morning,0.7170897773390386,1.9822414300774989,125.14084166328097,0
Short,28.631954336028514,Short,9.542252806668142,Low,Morning,0.5726390867205703,2.3553912590474075,128.2704909856587,1
Short,34.24011607288266,Short,9.736416698059077,Low,Morning,0.6848023214576532,2.3736413926336297,128.30432881961138,0
Short,36.724596640335946,Short,7.52944339442233,Low,Afternoon,0.734491932806719,2.1435241066690662,116.4137009205458,1
Short,42.44247817888303,Short,9.660591412418063,Low,Afternoon,0.8488495635776606,2.3665538967876993,118.08358161072394,2
Short,39.14477268626797,Short,5.762695214571306,Low,Afternoon,0.7828954537253594,1.9114215109753665,114.50847663407757,1
Short,33.48261342604772,Short,8.682221178123614,Low,Afternoon,0.6696522685209544,2.2702913355164003,117.49267841561026,3
Short,44.696823979246695,Short,9.19449043222967,Low,Afternoon,0.8939364795849339,2.3218474206516864,117.68084288562855,0
Short,43.416837652347446,Short,9.34948181031064,Low,Afternoon,0.8683367530469489,2.336936451821349,117.82715486152384,1
Short,32.980054077402606,Short,5.273808194110156,Low,Afternoon,0.6596010815480521,1.836383537753535,114.03146722048024,0
Short,41.05706897196023,Short,5.023160115023014,Low,Afternoon,0.8211413794392045,1.7956120576403336,113.54375508168346,0
Short,32.96337387181887,Short,7.686978014689615,Low,Afternoon,0.6592674774363774,2.161825124445712,116.63533351812933,1
Short,31.939064037924553,Short,8.687506240548743,Low,Afternoon,0.638781280758491,2.2708370388649346,117.52791503016098,1
Short,34.048790322653865,Short,5.704285101898999,Low,Afternoon,0.6809758064530773,1.9027468894084347,114.5409993088144,0
Short,34.9673554547896,Short,7.094627247522739,Low,Afternoon,0.699347109095792,2.091200538820811,116.03025720147069,1
Short,36.61176700556087,Short,8.161321439597652,Low,Afternoon,0.7322353401112175,2.2149904302460914,116.98768810185751,0
Short,38.27074744033421,Short,5.890179834348757,Low,Afternoon,0.7654149488066843,1.9300971854612552,114.67536253488336,1
Short,33.29248247454048,Short,5.426748340393219,Low,Afternoon,0.6658496494908096,1.8604687090009464,114.21790002251676,2
Short,26.34152954776855,Short,8.74980235199589,Low,Afternoon,0.526830590955371,2.277247013214119,117.69114551475758,0
Short,42.96108578881427,Short,6.025698202410036,Low,Afternoon,0.8592217157762855,1.9495745985245467,114.7373750724201,0
Short,25.730993356961896,Short,7.360334725549996,Low,Afternoon,0.5146198671392379,2.1234984652364606,116.47336785475245,1
Short,40.510552333900215,Short,7.266444173740138,Low,Afternoon,0.8102110466780044,2.112204449673707,116.08742455071165,1
Short,33.01526121750652,Short,7.79820165654109,Low,Afternoon,0.6603052243501304,2.1745473433891407,116.73607352276301,0
Short,28.63856260990542,Short,9.308928105067587,Low,Afternoon,0.5727712521981084,2.3330103260931874,118.0913113565474,1
Short,30.414893462871074,Short,8.21999771619508,Low,Afternoon,0.6082978692574215,2.2213747898672875,117.16270044968087,1
Short,28.12305194732381,Short,8.579861144236988,Low,Afternoon,0.5624610389464761,2.2596630975392062,117.51484374136717,1
Short,29.43944323865899,Short,6.155373982940357,Low,Afternoon,0.5887888647731798,1.9678636803972174,115.15412057840456,1
Short,27.082171639691477,Short,8.999580426865947,Low,Afternoon,0.5416434327938295,2.3025431348004077,117.87870164560942,0
Short,38.054922157037495,Short,6.190913905233632,Low,Afternoon,0.7610984431407499,1.97281827147653,115.02144772867149,0
Short,29.863443819989083,Short,8.611334659278295,Low,Afternoon,0.5972688763997817,2.2629430956779943,117.50627588902418,2
Short,38.361702731412926,Short,6.024921477079105,Low,Afternoon,0.7672340546282586,1.9494640375173542,114.82847824551057,0
Short,42.9267163704224,Short,5.06500961755368,Low,Afternoon,0.8585343274084479,1.802536128141447,113.56175469772313,0
Short,29.157725102920548,Short,5.132661019369099,Low,Afternoon,0.583154502058411,1.8136287535313007,113.925875526192,0
Short,36.66083121939384,Short,7.10712275296249,Low,Afternoon,0.7332166243878768,2.0927430274923298,116.00872759555077,2
Short,30.18846866862585,Short,6.898462040836335,Low,Afternoon,0.603769373372517,2.0666680621455336,115.92957512379175,1
Short,37.48297815698268,Short,7.047058260956202,Low,Afternoon,0.7496595631396537,2.0853065912218183,115.9327931666349,1
Short,30.889315190838353,Short,9.742266534810783,Low,Afternoon,0.617786303816767,2.3741861035763745,118.37570252479422,1
Short,42.36935951795826,Short,7.437155991247568,Low,Afternoon,0.8473871903591652,2.1326452839597763,116.21377508131904,2
Short,25.44938616640235,Short,6.34338679692473,Low,Afternoon,0.508987723328047,1.9938001526813363,115.44141349812264,1
Short,30.157753708664046,Short,5.69678037036412,Low,Afternoon,0.603155074173281,1.9016268691630394,114.60985987913102,3
Short,30.44614653038738,Short,5.0919533827373336,Low,Afternoon,0.6089229306077476,1.8069687827937444,113.8468273317422,1
Short,36.53032951028507,Short,6.37027610343603,Low,Afternoon,0.7306065902057014,1.9974551686523045,115.24903475901274,1
Short,41.594836074144034,Short,6.032106358803016,Low,Afternoon,0.8318967214828807,1.9504862852404823,114.77199356044098,0
Short,27.737712601376145,Short,9.500093209240525,Low,Afternoon,0.5547542520275229,2.351384134194603,118.2563188215293,2
Short,38.30073349092511,Short,5.876856393117248,Low,Afternoon,0.7660146698185022,1.9281616279206297,114.65927835354654,2
Short,35.378354105656754,Short,5.234829833875275,Low,Afternoon,0.7075670821131351,1.8301512866786138,113.93364321131578,0
Short,39.760672328527406,Short,5.413993339625632,Low,Afternoon,0.7952134465705482,1.8584820628584553,114.0726430562971,1
